#=========== 0 ===========#
12, 12, 13, 14, 10, 14, 15,  6


#=========== 7 ===========#
14,  9, 15, 13, 14,  9,  7,  9
14, 14, 15, 13, 11,  8, 15, 12
12, 13, 13, 13, 14, 13, 11, 11
12, 14, 15,  8, 11, 14, 14, 13
 9,  6, 15, 13, 15, 13, 12, 15
15, 13,  9,  9, 13, 15, 13, 15
11, 15, 12, 13, 11, 12, 12, 14
 8,  9, 13, 12, 14, 14, 13, 14


#=========== 8 ===========#
14, 10, 13, 13, 15, 14, 15, 12
15, 15, 15, 14, 14, 13, 12, 15
12, 13, 12, 15,  9, 11, 15, 14
15, 14, 11, 12, 13, 13, 14, 12
 9, 14, 13, 14, 14, 12, 14, 12
14, 13, 15, 15, 12,  8, 14, 15
13, 11, 14, 15,  9, 15, 14, 15
10, 15, 14, 11, 14, 15, 10, 15


#=========== 9 ===========#
13, 13, 12, 13, 13, 14, 15, 12
10, 12, 13,  9, 12, 10, 11, 13
15, 12, 15, 14, 12, 14,  9, 14
15, 11, 12,  9,  9,  9,  8, 12
10,  9, 15, 14, 14,  8,  8, 10
15,  9, 15, 12,  4, 11, 12, 15
15, 15, 12, 14, 14, 15, 14, 13
10, 12, 12, 15, 15, 12, 15,  9


#=========== 10 ===========#
13, 14, 13, 12, 14,  9, 15, 10
15, 13, 14, 11, 14,  9, 13, 13
13, 13,  9,  9, 11, 15, 13,  9
12,  9, 14, 11, 15,  7, 11, 12
10, 11, 14, 15, 14, 14,  5, 11
13, 10, 14, 15, 15, 13, 12, 14
13, 13, 15, 11, 13, 14, 13, 11
 6, 14, 13, 13, 10, 15, 15, 14


#=========== 11 ===========#
13, 15, 13, 10, 12, 12, 11, 14
13, 14,  8,  8, 14, 15, 10, 13
14,  7, 10, 15, 14, 15,  8,  9
 9, 13, 11, 11, 14, 15, 13,  9
14, 14, 10, 12, 14, 15,  9, 15
13, 13, 14,  9, 13, 13, 13, 14
12, 15, 12, 14, 10, 15,  7, 12
14, 15, 15, 14, 10, 15, 12, 15


#=========== 12 ===========#
 5, 10, 13, 10, 15, 15, 12, 13
12, 14,  9, 14, 14, 14, 15, 13
13, 15, 13, 14, 15, 11,  8, 12
10,  9, 14, 15, 14, 15, 13, 11
11, 10, 11, 10, 15, 11, 14, 15
13, 13, 15, 14, 14, 11, 15, 10
12, 12, 14, 10,  7, 14, 11, 13
15, 10, 14, 15, 10, 13, 13, 15


#=========== 13 ===========#
15,  9, 14, 15, 13, 11, 15, 13
 9, 14, 12, 11, 14, 12, 15, 15
14, 13, 15, 14, 14, 15, 15, 15
13,  7, 15, 14, 14, 15, 14, 14
11,  8, 12, 15,  8, 13, 11, 14
11,  6, 13, 15,  9, 11, 15, 13
 2, 12, 12, 11, 13, 13, 13,  9
13,  7,  8, 15, 13, 12, 14, 15


#=========== 14 ===========#
 5, 13, 13,  6, 14, 14, 15, 15
15, 13, 14, 15, 12,  9, 12, 11
11, 14, 12,  9, 13, 13, 11, 14
 7, 15, 13, 13, 14, 12, 14, 13
14, 13, 15, 14, 14, 14, 14, 15
12, 14, 14,  9, 12,  2,  7, 15
13, 12, 10,  5, 15, 15, 14, 12
12,  8, 14, 12, 10, 14, 11,  4


#=========== 15 ===========#
12, 15, 12,  8, 11, 11, 12, 15
11,  7, 10, 15, 13, 14, 14, 10
 8, 13, 12, 11, 11, 11, 14, 15
15, 15, 11,  8, 12,  6, 15, 12
11, 14, 11, 15,  8,  6, 15, 12
15, 10, 14, 15, 13, 13, 11, 14
 8, 14, 14, 15, 11, 14, 13,  5
15, 13, 14,  7, 12, 14, 13, 13


