  0,   0,   0,   0, 126,   9,  82,   0,  43,  93,   0,   0,  53,  12,   0,   0
  0, 107,  60,   0,   0,   0,   0,   0,  76,   0,  51,   0, 125,   0,   0,   0
  0, 101,   0,   0,  40,  13,   0,   0,   0,   0,   0, 111,   0,   0,  95,  90
  0,   0,   0,  43,  52,   0,   0,  92,  61,   7, 124,   0,  73,  60,  50,  32
 71,   8,  17,   0,   0,  17,  73,   0,   0,   0, 105,   0,  38,  20,  34,  67
  0,  21, 125, 108,   0,  35,  71,   0,   0,  81,  19,   0,  83,  94, 113,  19
  4,  43,   0,   0,   0,  37,   0,   0,   0,  50,   0,  93,  93,   0,   0,   0
 82,   0,   0,  65,   0,   0,   0,   0,   0,   0,  82,  61,  12,   0,  95, 114
114,   0,  71,   0,   0,   0,  15,   0,   0,   2,   0,  19, 109,   0,   0,   0
108,  66,   0,   0,  76,   0,  71,  15,   0,  98,  49,   0,   0,   0,   0,   0
  2,  43,   0,  91,   0,   0,   0,  70,   0,   0,   0,   0, 109,   0,  24,  94
115,   0,   0,   0,   0,   0, 124,   0,  31,  95,   0, 119,   0,   0,   0,   0
  0,   0,   0,   0,   0, 127,   0,  69,   0,  80,   0,  92,  28,   0,   0,   0
  0, 113,   0, 107,   0,   0,  86,   0,   0,  13,   0, 105,   0,   0,  99,   0
  0, 127,   0,   0,  42, 111,  16,   0,   0,   0,  87,  52,   0, 122,  17,   0
109,   0,   0, 105,   0,   0,  67,   0,   0,  49,   5,  58, 100,   0,   0,   0
 59,  33, 118,   0,  62,  66,  32,   0,   0,   0,  27,  26,   0,  65,  17,  68
  0,   0,   0,  83,  31,  46,  14,  43,   0, 110,   0,   9,  65,   0,   0,   0
 42,   0,   0, 110,   0,   0,   0,   0,   0,  82,   0,  35,  17,  99,   0,   0
  0,   0,   0,   0,  35, 112,   0,  20, 125,  29,   0,  98,  35,   0,   0,  38
120,  37,   0,  29,   0,  24,   0,   0,   0,  80,   0,   0,   0,   0,   0,   0
  0, 109, 127,  70,  64,  26,  71,  11,   0, 118,   0,   0,   0,   6,   0,   0
  0,  25,   6,  18,  50,   0,   0,   0,  90,   0,  17,   0,   0,  46,   0,  36
 10,   0,   0,   5, 112,   0,   0, 105,   0,  20,  76,  12,   0,   0,   0,  94
  0,   0,   0,   0,   0,  96,   0,  72,  71,   0,   0,  15,   0,  93,  58,  45
 51,   8,   0,   0,   0,   0,  60,  55,   0,  86,  67,  65,  89,  25,   0,  16
  0,   0,  92, 107,  24,  85, 123,  38,   0,   0,  87,   0,   0,   0, 107,   0
109,  21,  67, 119,   0,   0,  34, 126,  91,   0, 126,  39,  74,   0,  77,   0
  0,  81,  53,  55,   6,  95, 125,   0,   0,  29,  29,   0,  27,   0,   0,   0
 84,  52,  27,  21,   0,   0, 113,   4,   0,  99,  93,   0,   0,   0,  48,   0
  0,  26,  98,   0,  12,  66,   0,  50, 104,   0, 114,   0,   0,   0,   0,  95
  0,  36,  66,   0,  31,  91,   0,  54,   0,   0,   1,   0,  14,   0,   0,  76
  0,  30,  37,   0,   5,  19, 112,   0,  32,   3,   0,   0,   0,  14,   9,   0
 69,   0,   0,   0,   0,   0, 117,  35, 105,  60,   0,  72,   0, 120,  49,   0
  0,  10,  66,   0, 117,  54, 123, 127,  90,   0,  36, 108, 124,   0, 104,   0
 80,  60,   0,   0,  86,  54,   0,  65,   0,   5,  34,  85, 115,   0,  51,   0
 92, 110,  90, 122,  57,   0,   0,  42,   0,   0,   0,   0,   0,  15,   0,  26
  0, 122,   3,   0, 112,   0,  39,  61,   0,  77,  50,  44,   0,   0,  75,   0
 85,   0,   6,  55,   0,  14,  50,   0,  94,   0,   0,  59, 109,   9,   0,   0
  0,  65,   0,  18,   0,   0,   5,  83,   0,   0,   5,   0,  90,  55, 105,   0
  0,   0, 117,   0,  41,  86,   0,   0,  85,   0,   0,   0,  99,   0,   0,   0
  0,  47, 115,   0,   0,  95,   0,  44,   0,  23,   0,   0,   0,   0,   0,  94
  0,  87,  73,  66, 100,  11,  90,   0,  58,  56,  64,   9,   0,  91,   5,   0
  0,   0,  77,  28,   0,   0,   6,  94,  56,   0,  70,  83,   0, 119,   0,   0
 98,  26, 107,   0,  98,   0,  51,   0,   0, 125,  74,  23, 102,   0, 116,   0
  0,   0,  65, 106,  57,   0,   0,   5,   0,   7,   0, 110,  73, 122,  84,   0
 80,  53,   0, 103,   0,  41,   0,   0,   0,   0,   0,   0,  47,  49, 110,   0
116,   0,   0,  50,   0,  42,  80,   0,  35,   0,   0,   0, 122,   0,  61,   0
  0,  41,  11,   0,   0,   0, 126,  87,   0,   0,   0,   0,  69, 126, 107,   0
 88,  91,  49,  21,   0,   0,   0,  41,  87,   0,   0,  20,   0,   0,  64, 110
111,  96,   0,  59,  68,  29,   0,   0,  87,  60,  52,  94, 124,  81,  36,   0
  0,   0,  74,  21,   0,   0, 127,   0,  30,   0,   0,  60,   0, 110,  33,   0
  0,  17,  43,  47,  51, 106, 104,  65,  71,   0,  88, 121,   0,   0,   0,  25
 44,  46, 114,  39,   0,   0,   0,   9,   0,   0,  69,  70,   4, 100,   0,   0
 18, 104,   0,   0,  39,  92,  10,   0,   0,   0,   0,  42,   0,  78,  35,   0
  0,   0,   0,   0,   0,  71, 104,  78,   0,   4,   0,   3, 103,   0,   0,   0
 29,  84,   0,   0,  20,   0,   0,   0,   0,   0,   0,  17,   0,  51, 100,   0
  0,   0,   0,  50,   0,  18,   0,   0,  69,   0,  94,   0,   0,   0,  32, 113
 69, 104,   0,   0,  23,   0,   0,   0,   0,   0,   0,   0,   0,  92,  92,   0
  0,  62,  53,   0,   0,  60,   0,   0,   0,   0,   0,   0,  24,  84,   0,   0
  0,   0,  72,  62,  41,  29,   0,  95,   0,   0,   0,   0, 107,   0,   3,   0
 78,   0,  26,  20,   0,   0,   1, 125,   0,  72,   0,  98,   0,   0,  71,  99
 65, 100, 114,   0,   0,   0,  48, 127,   0,  51,   0, 103, 120,  26,  88,  41
  0,   0,   0,   0,   0,  67,   0,  25, 120,   0,   0,  42,  86,  24, 126,  99
  0, 101,   0,  40,   0,   8,   0,   0,   0,   0,  22,   0, 125,  46, 126,   0
