#=========== 0 ===========#
 1, 12,  6,  4, 14, 15,  8,  3
10, 10,  1, 15, 11, 14,  4,  8
 9,  6, 13,  4,  9,  2,  6,  9
 7, 15,  2, 13,  6, 13,  3,  8
14,  7,  9,  7, 15,  0,  4,  7
 3, 15, 11,  6,  9, 11,  1, 13
 9,  2,  6, 15,  8,  1,  3,  9
15,  3, 11,  7, 13, 12, 10,  4


